Accession,Description,X..Unique.Peptides,X126.127_N_norm_log2,X126.127_C_norm_log2,X126.128_N_norm_log2,X126.128_C_norm_log2,X126.129_N_norm_log2,X126.129_C_norm_log2,X126.130_N_norm_log2,X126.130_C_norm_log2,X126.131_norm_log2
P05141,ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7 - [ADT2_HUMAN],23,-0.043253198,-0.014854134,0.040197089,0.001927449,-0.053549468,-0.064130337,0.013779427,-0.019058336,0.062707926
Q92841,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2 - [DDX17_HUMAN],8,0.21454456,-0.111326901,-0.17960204,0.034306122,0.09329192,0.117405954,0.027428489,0.240134004,0.061455043
P51572,B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31 PE=1 SV=3 - [BAP31_HUMAN],6,0.097098688,0.050817154,0.295186266,0.107741569,0.141745188,0.021788689,0.054345222,0.133711945,0.061455043
Q8N6T3,ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens GN=ARFGAP1 PE=1 SV=2 - [ARFG1_HUMAN],2,0.169248474,0.04545729,0.024538676,0.08791659,0.079538765,0.193428938,0.040949628,0.007553394,0.061455043
Q9UHD1,Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens GN=CHORDC1 PE=1 SV=2 - [CHRD1_HUMAN],11,-0.130520034,-0.027978156,-0.150224882,-0.043068722,0.051632768,-0.070702991,-0.011119092,-0.233797185,0.061455043
Q5SW79,Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170 PE=1 SV=1 - [CE170_HUMAN],2,-0.147276262,0.212595244,0.040197089,-0.07928891,-0.286589134,-0.08061846,-0.130321799,-0.242730309,0.061455043
P43307,Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3 - [SSRA_HUMAN],3,0.758715178,-0.351790895,-0.241934813,0.426085326,0.337034987,0.505449131,0.21565177,0.797040219,0.06020107
P15311,Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4 - [EZRI_HUMAN],2,-0.292553493,0.061477511,-0.010226742,-0.087462841,-0.173580172,-0.245577209,-0.100327059,-0.335242448,0.06020107
Q14126,Desmoglein-2 OS=Homo sapiens GN=DSG2 PE=1 SV=2 - [DSG2_HUMAN],2,-0.307542667,-0.0934789,0.071013106,0.026752728,0.160157225,-0.087266836,0.218034421,-0.316259345,0.057689851
P05783,"Keratin, type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2 - [K1C18_HUMAN]",10,0.268603686,0.086049553,0.062673805,0.073325366,0.180915785,0.193428938,0.096393955,0.281221196,0.0564326
O43242,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2 - [PSMD3_HUMAN],11,0.053771256,0.106783252,-0.110390904,-0.083370087,0.028912692,0.196169101,0.054345222,0.191224403,0.053914807
P61106,Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4 - [RAB14_HUMAN],3,0.065453061,-0.151797859,-0.380988604,-0.033166864,0.141745188,0.225972312,0.038255519,0.11983977,0.053914807
P62495,Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens GN=ETF1 PE=1 SV=3 - [ERF1_HUMAN],3,-0.341848789,0.222128506,0.421211408,0.039945328,-0.534739303,-0.390162831,-0.100327059,-0.311552342,0.053914807
Q9BUJ2,Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2 - [HNRL1_HUMAN],3,0.114071767,0.476957487,0.387108756,0.271687718,0.16797673,0.314381286,0.164684997,0.177896872,0.052654261
Q7Z5L9,Interferon regulatory factor 2-binding protein 2 OS=Homo sapiens GN=IRF2BP2 PE=1 SV=2 - [I2BP2_HUMAN],10,0.182719114,-0.109332851,-0.059439716,0.009611595,0.1123287,0.046293652,0.013779427,0.157671844,0.052654261
Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2 - [PAIRB_HUMAN],11,-0.009159999,-0.06035683,-0.039851911,-0.041082906,-0.265372648,-0.169533018,-0.170271179,0.14059833,0.052654261
Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2 - [PSMD1_HUMAN],2,-0.087843349,0.128913521,0.068238692,-0.033166864,0.079538765,0.00625899,-0.100327059,0.03737761,0.052654261
P39748,Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1 - [FEN1_HUMAN],2,0.852723738,-0.385177064,-0.485135697,0.247521406,1.423409413,1.113062664,0.059668826,1.150866666,0.051392613
O75116,Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4 - [ROCK2_HUMAN],9,0.102778597,0.130601872,-0.18952888,0.005774638,-0.011729293,-0.006286263,0.14978612,0.177896872,0.051392613
Q15691,Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens GN=MAPRE1 PE=1 SV=3 - [MARE1_HUMAN],2,-0.030762254,0.323036014,1.050073768,-0.049042623,0.002917483,0.099953785,-0.008331275,0.073811239,0.051392613
P61758,Prefoldin subunit 3 OS=Homo sapiens GN=VBP1 PE=1 SV=3 - [PFD3_HUMAN],12,0.030119988,-0.117325642,-0.060957544,-0.027258207,0.068441056,0.037152998,-0.033617716,0.03737761,0.051392613
O15145,Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3 - [ARPC3_HUMAN],2,-0.174497731,-0.323776519,0.093018414,0.100563967,-0.026526295,-0.04135903,0.005527574,-0.085807154,0.051392613
Q12797,Aspartyl/asparaginyl beta-hydroxylase OS=Homo sapiens GN=ASPH PE=1 SV=3 - [ASPH_HUMAN],3,-0.237691558,0.204602453,0.154475828,0.127297808,-0.090386236,-0.083938818,-0.068037521,-0.30218416,0.051392613
P10301,Ras-related protein R-Ras OS=Homo sapiens GN=RRAS PE=1 SV=1 - [RRAS_HUMAN],9,0.15565087,0.094724835,0.055687375,0.058585058,0.098756681,-0.022122811,0.109286758,0.157671844,0.05012986
Q99798,"Aconitate hydratase, mitochondrial OS=Homo sapiens GN=ACO2 PE=1 SV=2 - [ACON_HUMAN]",3,0.471006311,0.137335583,0.282076184,0.328086888,0.467374537,0.478690496,0.440426843,0.508501854,0.048866001
P49368,T-complex protein 1 subunit gamma OS=Homo sapiens GN=CCT3 PE=1 SV=4 - [TCPG_HUMAN],4,-0.223407332,-0.208299302,-0.083918692,-0.108102607,-0.087280326,-0.100656213,-0.025139562,0.259242827,0.048866001
Q9BR76,Coronin-1B OS=Homo sapiens GN=CORO1B PE=1 SV=1 - [COR1B_HUMAN],7,0.122484007,0.089525929,0.352180422,0.179323699,0.125774231,0.228651412,0.124607557,0.144029236,0.048866001
P35237,Serpin B6 OS=Homo sapiens GN=SERPINB6 PE=1 SV=3 - [SPB6_HUMAN],3,-0.003046876,-0.335383139,-0.135757624,-0.306103128,0.162768439,0.22059914,-0.002771749,0.126792531,0.048866001
Q99733,Nucleosome assembly protein 1-like 4 OS=Homo sapiens GN=NAP1L4 PE=1 SV=1 - [NP1L4_HUMAN],3,-0.068564286,0.285639025,0.301106238,0.181025995,-0.106016888,-0.003139708,0.167153252,-0.034488376,0.048866001
Q13136,Liprin-alpha-1 OS=Homo sapiens GN=PPFIA1 PE=1 SV=1 - [LIPA1_HUMAN],12,-0.349584438,0.150709445,0.059883292,0.107741569,0.074000581,-0.006286263,-0.033617716,-0.207324973,0.048866001
Q9UBR2,Cathepsin Z OS=Homo sapiens GN=CTSZ PE=1 SV=1 - [CATZ_HUMAN],13,-0.110666119,-0.089542485,-0.173021892,-0.051039433,-0.008788017,-0.051074185,-0.025139562,-0.054010935,0.047601033
P11142,Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1 - [HSP7C_HUMAN],6,-0.087843349,0.054379366,0.010154758,0.034306122,0.0116347,0.034093199,0.008283439,-0.046170181,0.046334956
Q9NZN8,CCR4-NOT transcription complex subunit 2 OS=Homo sapiens GN=CNOT2 PE=1 SV=1 - [CNOT2_HUMAN],2,-0.120558924,0.09126098,0.220935889,0.189507471,-0.200174382,-0.074000581,-0.01671094,-0.054010935,0.046334956
Q9NQC3,Reticulon-4 OS=Homo sapiens GN=RTN4 PE=1 SV=2 - [RTN4_HUMAN],12,-0.345711429,0.089525929,0.210908429,0.08246216,-0.217048201,-0.187278568,-0.068037521,-0.279026439,0.046334956
O43493,Trans-Golgi network integral membrane protein 2 OS=Homo sapiens GN=TGOLN2 PE=1 SV=2 - [TGON2_HUMAN],2,0.204013892,-0.105353,-0.187869656,-0.069136193,0.323095796,0.168530419,0.09898175,0.161062433,0.045067767
Q01658,Protein Dr1 OS=Homo sapiens GN=DR1 PE=1 SV=1 - [NC2B_HUMAN],40,-0.021464509,-0.005552393,-0.097872864,-0.043068722,0.057257318,0.00625899,-0.005548834,-0.007593149,0.045067767
P35613,Basigin OS=Homo sapiens GN=BSG PE=1 SV=2 - [BASI_HUMAN],5,0.108436232,0.300714346,0.243246051,-0.075219245,-0.13458604,0.154509949,0.152279976,0.161062433,0.043799463
P31153,S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens GN=MAT2A PE=1 SV=1 - [METK2_HUMAN],10,-0.003046876,-0.145654365,0.251829897,0.015347964,0.071223497,-0.044590151,0.02198435,0.062977433,0.043799463
P15121,Aldose reductase OS=Homo sapiens GN=AKR1B1 PE=1 SV=3 - [ALDR_HUMAN],2,0.02713613,0.350823194,0.502585973,0.309531069,0.219050914,0.123176742,-0.002771749,0.029979157,0.042530044
P22314,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3 - [UBA1_HUMAN],2,0.030119988,0.256554533,0.195735335,0.065974037,-0.026526295,-0.025311089,0.062323279,0.015067448,0.042530044
O43847,Nardilysin OS=Homo sapiens GN=NRDC PE=1 SV=2 - [NRDC_HUMAN],6,-0.003046876,0.047246125,-0.137357951,0.098763973,0.045986205,0.070389328,0.119518681,-0.057947349,0.042530044
Q9NTZ6,RNA-binding protein 12 OS=Homo sapiens GN=RBM12 PE=1 SV=1 - [RBM12_HUMAN],4,-0.462478494,0.305206394,0.28087843,0.150073066,-0.39377838,-0.353636955,-0.164052656,-0.274439169,0.042530044
Q9NR45,Sialic acid synthase OS=Homo sapiens GN=NANS PE=1 SV=2 - [SIAS_HUMAN],2,0.174651832,-0.056509641,0.02739833,0.007694392,0.400360923,0.190683562,0.203679128,0.492442003,0.041259507
P26641,Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3 - [EF1G_HUMAN],6,0.250808104,0.327459201,0.239551567,0.127297808,0.313727614,0.449130698,0.222787951,0.262403168,0.041259507
P31948,Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1 - [STIP1_HUMAN],8,-0.143909411,-0.056509641,-0.068570728,0.011526253,-0.173580172,-0.190854022,-0.109260183,-0.151582421,0.041259507
P62987,Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens GN=UBA52 PE=1 SV=2 - [RL40_HUMAN],2,-0.400903215,0.063246604,0.037362717,0.07698703,-0.163732386,-0.205245115,-0.208155939,-0.439220867,0.041259507
P31689,DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2 - [DNJA1_HUMAN],2,0.433184846,0.300714346,0.475618926,0.252387162,0.13378181,0.319416876,0.341182652,0.423532293,0.039987849
Q14160,Protein scribble homolog OS=Homo sapiens GN=SCRIB PE=1 SV=4 - [SCRIB_HUMAN],5,-0.113956189,0.226871617,0.025969212,0.144849059,-0.038474148,0.031026896,0.054345222,0.066597749,0.039987849
P23396,40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2 - [RS3_HUMAN],6,-0.018378529,-0.016721701,-0.118270197,0.007694392,0.157541277,0.102877181,0.075522777,0.026265655,0.039987849
O43390,Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1 - [HNRPR_HUMAN],4,-0.074962058,-0.029862801,-0.105683901,-0.065095028,0.101481318,-0.006286263,-0.019515013,-0.019058336,0.039987849
Q13263,Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5 - [TIF1B_HUMAN],17,0.21191909,0.137335583,0.301106238,0.078814383,0.068441056,0.137503524,0.040949628,0.224014338,0.03871507
O75131,Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1 - [CPNE3_HUMAN],3,0.232790268,-0.170386886,-0.060957544,-0.023332504,0.278044961,0.190683562,0.106717398,0.077404504,0.03871507
P46940,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1 - [IQGA1_HUMAN],8,-0.009159999,0.211000224,0.118721115,0.19288615,0.180915785,0.204358499,0.22752587,0,0.03871507
Q00796,Sorbitol dehydrogenase OS=Homo sapiens GN=SORD PE=1 SV=4 - [DHSO_HUMAN],7,0.163824802,-0.39243288,-0.269746664,-0.027258207,0.241457327,0.073373186,0.059668826,-0.026752728,0.03871507
Q13492,Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens GN=PICALM PE=1 SV=2 - [PICAL_HUMAN],2,-0.369106996,0.012873081,0.198275292,0.04369259,-0.137795597,-0.302458231,0.253309896,-0.151582421,0.03871507
Q9BTT0,Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens GN=ANP32E PE=1 SV=1 - [AN32E_HUMAN],4,0.778368293,0.49410907,0.41794616,0.226244747,0.657112286,0.599524795,0.514019249,0.578637655,0.037441167
O14818,Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1 - [PSA7_HUMAN],2,0.122484007,0.234742313,0.13073808,0.270089163,0.292424101,0.257797757,0.23224828,0.265556601,0.037441167
Q13561,Dynactin subunit 2 OS=Homo sapiens GN=DCTN2 PE=1 SV=4 - [DCTN2_HUMAN],4,0.224998917,0.098180394,0.066849481,-0.005797845,0.180915785,0.108706259,0.21565177,0.174545662,0.037441167
Q13043,Serine/threonine-protein kinase 4 OS=Homo sapiens GN=STK4 PE=1 SV=2 - [STK4_HUMAN],23,0.776592668,0.708233876,1.140015894,0.811756741,0.147029791,0.207078,0.267182071,-0.065852547,0.037441167
Q8WUN7,Ubiquitin domain-containing protein 2 OS=Homo sapiens GN=UBTD2 PE=1 SV=2 - [UBTD2_HUMAN],13,0.335258425,0.167254294,0.058486008,0.105950513,0.256203913,0.21790503,0.162212511,0.417874659,0.036166138
P33993,DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4 - [MCM7_HUMAN],2,0.271128088,0.10506678,0.088917904,0.118441457,0.484174669,0.397683933,0.260262657,0.177896872,0.036166138
P42126,"Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens GN=ECI1 PE=1 SV=1 - [ECI1_HUMAN]",3,0.015138597,-0.426784385,-0.642128466,-0.325307339,0.048812249,-0.006286263,0,0.044738315,0.036166138
Q92598,Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1 - [HS105_HUMAN],3,-0.413009818,-0.00369922,0.047258753,-0.081328055,-0.074923119,-0.227104549,-0.167158567,-0.256234574,0.036166138
Q9NUU7,ATP-dependent RNA helicase DDX19A OS=Homo sapiens GN=DDX19A PE=1 SV=1 - [DD19A_HUMAN],2,-0.445799753,0.160659105,0.071013106,0.038068041,-0.190144017,-0.131244533,-0.036454876,-0.335242448,0.036166138
P50990,T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4 - [TCPQ_HUMAN],5,0.56863763,-0.356513306,-0.310689554,-0.065095028,0.454644792,0.582870122,0.189179559,0.571011055,0.034889982
P17987,T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1 - [TCPA_HUMAN],6,0.012123559,-0.145654365,-0.048859401,-0.02529402,-0.032487853,0.021788689,-0.022324547,0.157671844,0.034889982
Q15631,Translin OS=Homo sapiens GN=TSN PE=1 SV=1 - [TSN_HUMAN],5,0.185398214,-0.0431247,0.001455063,-0.097745815,-0.023554728,0.097024454,-0.01671094,0.233707735,0.033612695
P14174,Macrophage migration inhibitory factor OS=Homo sapiens GN=MIF PE=1 SV=4 - [MIF_HUMAN],3,-0.946228744,-0.03174991,-0.032388392,-0.019417454,-0.586423458,-0.655665492,-0.224239662,-1.050085231,0.033612695
O75695,Protein XRP2 OS=Homo sapiens GN=RP2 PE=1 SV=4 - [XRP2_HUMAN],7,0.088536675,0.209403439,0.197005872,-0.019417454,0.28764696,0.331929487,0.189179559,0.302869759,0.032334277
Q00610,Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5 - [CLH1_HUMAN],7,0.130847479,0.433848545,0.569840284,0.281242024,0.106915204,0.00625899,0.124607557,0.116350784,0.032334277
P59998,Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens GN=ARPC4 PE=1 SV=3 - [ARPC4_HUMAN],2,-0.009159999,-0.052672683,-0.229933716,0.237740386,0.11502785,-0.057587492,-0.047859639,-0.019058336,0.031054725
O00161,Synaptosomal-associated protein 23 OS=Homo sapiens GN=SNAP23 PE=1 SV=1 - [SNP23_HUMAN],3,-0.140550399,0.103348262,0.04161219,0.084282596,-0.087280326,-0.034918416,0.030142873,-0.038371811,0.031054725
P63104,14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1 - [1433Z_HUMAN],13,-0.084612228,0.04545729,0.073782195,-0.011619083,0.005829079,-0.015767316,0.038255519,-0.085807154,0.031054725
P12004,Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1 - [PCNA_HUMAN],5,-0.307542667,0.049032745,-0.053384324,-0.09156724,-0.02058927,-0.093945992,-0.042145988,-0.202959781,0.031054725
P31947,14-3-3 protein sigma OS=Homo sapiens GN=SFN PE=1 SV=1 - [1433S_HUMAN],4,0.030119988,-0.024216237,-0.187869656,0.389743479,0.353128963,0.346802764,0.234603701,0.395019606,0.029774036
Q12931,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3 - [TRAP1_HUMAN]",27,0.04789469,-0.009265896,0.03310069,0.024858184,0.074000581,0.088200604,0.064972857,0.11983977,0.029774036
P37837,Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2 - [TALDO_HUMAN],3,0.071258683,0.038279688,-0.036861868,0.053018382,0.206450877,0.079322453,0.116967495,0.070209002,0.029774036
P46939,Utrophin OS=Homo sapiens GN=UTRN PE=1 SV=2 - [UTRO_HUMAN],4,0.291165841,-0.035531551,0.267637081,0.086100737,0.082299905,0.003132889,0.122065363,0.055709433,0.029774036
O95816,BAG family molecular chaperone regulator 2 OS=Homo sapiens GN=BAG2 PE=1 SV=1 - [BAG2_HUMAN],3,0.21454456,-0.328407968,-0.252301529,-0.141752997,0.178337241,0.207078,-0.068037521,0.220768679,0.028492211
P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Homo sapiens GN=UQCRC1 PE=1 SV=3 - [QCR1_HUMAN]",11,0.158380663,-0.105353,0.03310069,0.030534368,0.096026888,0.131789873,0.124607557,0.201139872,0.028492211
P52594,Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens GN=AGFG1 PE=1 SV=2 - [AGFG1_HUMAN],8,0.102778597,0.137335583,0.17654177,0.104157231,0.152295107,0.082287911,0.11185155,0.077404504,0.028492211
Q14847,LIM and SH3 domain protein 1 OS=Homo sapiens GN=LASP1 PE=1 SV=2 - [LASP1_HUMAN],2,0.021149835,-0.0934789,-0.173021892,0.026752728,0.104200819,0.085247287,0.194028958,0.066597749,0.028492211
Q96HS1,"Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens GN=PGAM5 PE=1 SV=2 - [PGAM5_HUMAN]",10,0.02713613,0.027445882,0.093018414,-0.023332504,-0.002923395,0.052355405,0.164684997,0.227252712,0.027209245
Q13200,26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3 - [PSMD2_HUMAN],2,0.108436232,0.299213883,0.278479934,0.216317907,-0.160464672,-0.148522525,0.051676035,0.03737761,0.027209245
P50570,Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2 - [DYN2_HUMAN],10,0.044947406,0.054379366,-0.129374007,0.064130337,0.219050914,0.027954062,0.106717398,0,0.027209245
Q96CS3,FAS-associated factor 2 OS=Homo sapiens GN=FAF2 PE=1 SV=2 - [FAF2_HUMAN],3,0.21716526,-0.115323289,-0.051874439,-0.108102607,0.051632768,0.176877762,0.024708987,-0.007593149,0.027209245
P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens GN=RPN2 PE=1 SV=3 - [RPN2_HUMAN],35,0.050835965,-0.050758025,-0.099431692,-0.037119456,0.037474705,-0.003139708,-0.06513763,-0.019058336,0.027209245
Q3KQU3,MAP7 domain-containing protein 1 OS=Homo sapiens GN=MAP7D1 PE=1 SV=1 - [MA7D1_HUMAN],3,-0.160822794,0.194952283,-0.008761333,-0.021373651,0.040317455,0.137503524,-0.198591075,-0.164256251,0.027209245
P18077,60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=1 SV=2 - [RL35A_HUMAN],6,-0.288830407,-0.095451142,0.094382665,0.067815384,-0.29731554,-0.212494854,-0.160953418,-0.529253068,0.027209245
P08238,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4 - [HS90B_HUMAN],2,0.171952683,0.543106104,0.44064921,0.054876329,0.323095796,0.404808367,0.260262657,0.429167828,0.025925137
P08621,U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens GN=SNRNP70 PE=1 SV=2 - [RU17_HUMAN],6,0.457770484,0.031066198,0.05428602,0.395620045,0.309020611,0.354182294,0.321374171,0.380549123,0.025925137
Q9NVP1,ATP-dependent RNA helicase DDX18 OS=Homo sapiens GN=DDX18 PE=1 SV=2 - [DDX18_HUMAN],2,0.494961044,-0.050758025,-0.093206461,0.036188308,0.680989388,0.509861045,0.164684997,0.608747166,0.024639885
Q6NUK1,Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens GN=SLC25A24 PE=1 SV=2 - [SCMC1_HUMAN],2,0.196065139,0.239444202,0.147921092,0.182726284,0.020299562,0.304257069,0.067617579,0.265556601,0.024639885
Q8WW12,PEST proteolytic signal-containing nuclear protein OS=Homo sapiens GN=PCNP PE=1 SV=2 - [PCNP_HUMAN],13,0.044947406,0.036479694,0.162302403,0.038068041,0.241457327,0.061400545,0.167153252,0.09168873,0.024639885
P15924,Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3 - [DESP_HUMAN],11,-0.049539461,-0.071960338,0.072398315,-0.061065151,0.16797673,0.024874669,-0.011119092,0.080988841,0.024639885
P52701,DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2 - [MSH6_HUMAN],2,-0.046392905,-0.131420472,-0.059439716,-0.129041945,-0.035477895,0.015596855,-0.192249548,-0.015226474,0.024639885
Q09028,Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3 - [RBBP4_HUMAN],9,-0.376990595,0.014702752,0.02739833,-0.033166864,-0.382313193,-0.30633124,-0.109260183,-0.260764232,0.024639885
Q96I24,Far upstream element-binding protein 3 OS=Homo sapiens GN=FUBP3 PE=1 SV=2 - [FUBP3_HUMAN],3,-0.575860294,-0.029862801,0.037362717,0.067815384,-0.348454389,-0.279436013,-0.154774843,-0.523798638,0.024639885
P08473,Neprilysin OS=Homo sapiens GN=MME PE=1 SV=2 - [NEP_HUMAN],15,0.158380663,0.001846059,-0.044348626,-0.031194622,0.186059089,0.143194636,0.11185155,0.174545662,0.023353487
Q9Y2Z0,Protein SGT1 homolog OS=Homo sapiens GN=SUGT1 PE=1 SV=3 - [SGT1_HUMAN],3,-0.341848789,0.159005587,0.220935889,0.067815384,-0.265372648,-0.216133431,0.019254557,-0.143194636,0.023353487
Q70UQ0,Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens GN=IKBIP PE=1 SV=1 - [IKIP_HUMAN],3,-0.357361788,0.06501353,0.246931098,-0.007735649,-0.223853378,-0.180154134,-0.112250226,-0.316259345,0.023353487
Q14004,Cyclin-dependent kinase 13 OS=Homo sapiens GN=CDK13 PE=1 SV=2 - [CDK13_HUMAN],5,-0.353467872,0.175456107,0.015925546,0.024858184,-0.053549468,-0.110780431,-0.056472769,-0.434095835,0.023353487
Q01105,Protein SET OS=Homo sapiens GN=SET PE=1 SV=3 - [SET_HUMAN],4,0.250808104,-0.029862801,-0.252301529,-0.023332504,0.173166286,0.168530419,0.147287946,0.157671844,0.022065941
P06576,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3 - [ATPB_HUMAN]",14,0,0.099905074,0.137371172,0.179323699,0.002917483,-0.064130337,-0.076772331,-0.065852547,0.022065941
Q15293,Reticulocalbin-1 OS=Homo sapiens GN=RCN1 PE=1 SV=1 - [RCN1_HUMAN],6,0.136396313,-0.050758025,-0.09010389,-0.051039433,0.1123287,0.097024454,0.038255519,0.08813091,0.020777245
P13693,Translationally-controlled tumor protein OS=Homo sapiens GN=TPT1 PE=1 SV=1 - [TCTP_HUMAN],14,0.085671341,0.072059674,0.147921092,0.09696173,0.065653239,0.088200604,0.064972857,0.116350784,0.019487397
P15954,"Cytochrome c oxidase subunit 7C, mitochondrial OS=Homo sapiens GN=COX7C PE=1 SV=1 - [COX7C_HUMAN]",5,-0.164229396,-0.016721701,0.037362717,-0.007735649,-0.032487853,-0.067412921,-0.0973616,-0.130703692,0.019487397
